file,energy_before_eV,energy_after_eV,delta_energy_eV,energy_per_atom_eV,natoms,formula,relaxed_file
struct_0449.cif,-50.47021,-50.475193,-0.0049819946,-8.412532,6,O4SiTi,struct_0449_relaxed.cif
struct_0450.cif,-63.564655,-63.57343,-0.008773804,-7.0637145,9,CaO6Si2,struct_0450_relaxed.cif
struct_0451.cif,-89.897064,-89.95975,-0.062683105,-7.4966455,12,CaO8Si2Ti,struct_0451_relaxed.cif
struct_0452.cif,-48.90635,-48.913437,-0.0070877075,-6.1141796,8,Ca2OSi3Ti2,struct_0452_relaxed.cif
struct_0453.cif,-30.946524,-30.991016,-0.04449272,-7.747754,4,O2SiTi,struct_0453_relaxed.cif
struct_0454.cif,-89.13595,-89.770615,-0.63466644,-7.4808846,12,CaO7Si3Ti,struct_0454_relaxed.cif
struct_0455.cif,-33.598667,-33.59872,-5.340576e-05,-6.719744,5,CaOSiTi2,struct_0455_relaxed.cif
struct_0456.cif,-101.33221,-101.816246,-0.4840393,-7.272589,14,Ca3O8Si2Ti,struct_0456_relaxed.cif
struct_0457.cif,-87.78126,-87.790016,-0.008758545,-7.980911,11,CaO7Si2Ti,struct_0457_relaxed.cif
struct_0458.cif,-50.714325,-51.145737,-0.43141174,-6.393217,8,Ca2O2Si2Ti2,struct_0458_relaxed.cif
struct_0459.cif,-158.35759,-158.48277,-0.1251831,-7.9241385,20,Ca2O13Si2Ti3,struct_0459_relaxed.cif
struct_0460.cif,-36.76834,-36.813866,-0.045524597,-5.259124,7,Ca3OSi2Ti,struct_0460_relaxed.cif
struct_0461.cif,-90.36643,-90.39532,-0.028884888,-7.5329432,12,CaO8Si2Ti,struct_0461_relaxed.cif
struct_0462.cif,-15.334567,-15.334567,0.0,-5.111522,3,CaSiTi,struct_0462_relaxed.cif
struct_0463.cif,-109.87656,-110.09866,-0.22210693,-7.86419,14,Ca2O8SiTi3,struct_0463_relaxed.cif
struct_0464.cif,-128.82497,-128.82915,-0.004180908,-8.051822,16,Ca2O10Si2Ti2,struct_0464_relaxed.cif
struct_0465.cif,-45.34719,-45.363483,-0.016292572,-5.6704354,8,Ca3OSi2Ti2,struct_0465_relaxed.cif
struct_0466.cif,-40.97281,-40.975986,-0.0031776428,-6.829331,6,CaOSi2Ti2,struct_0466_relaxed.cif
struct_0467.cif,-88.52639,-88.92666,-0.40026855,-7.410555,12,CaO8Si2Ti,struct_0467_relaxed.cif
struct_0468.cif,-131.66972,-131.95697,-0.2872467,-7.7621746,17,Ca2O11Si2Ti2,struct_0468_relaxed.cif
struct_0469.cif,-50.74738,-51.172245,-0.42486572,-6.3965306,8,Ca2O2Si2Ti2,struct_0469_relaxed.cif
struct_0470.cif,-48.337605,-48.68924,-0.35163498,-6.086155,8,Ca2O2Si2Ti2,struct_0470_relaxed.cif
struct_0471.cif,-106.0522,-106.26449,-0.2122879,-7.5903206,14,Ca2O8Si2Ti2,struct_0471_relaxed.cif
struct_0472.cif,-16.888746,-16.889809,-0.0010623932,-5.629936,3,CaOSi,struct_0472_relaxed.cif
struct_0473.cif,-103.26451,-103.35619,-0.091682434,-7.382585,14,Ca3O8Si2Ti,struct_0473_relaxed.cif
struct_0474.cif,-89.94453,-90.109085,-0.16455841,-7.5090904,12,Ca2O7Si2Ti,struct_0474_relaxed.cif
struct_0475.cif,-25.442432,-25.4618,-0.019367218,-6.36545,4,CaOSiTi,struct_0475_relaxed.cif
struct_0476.cif,-25.686855,-25.686937,-8.201599e-05,-6.4217343,4,CaOSiTi,struct_0476_relaxed.cif
struct_0477.cif,-40.97969,-40.983376,-0.0036849976,-6.8305626,6,CaOSi2Ti2,struct_0477_relaxed.cif
struct_0478.cif,-126.93656,-127.00319,-0.0666275,-7.9376993,16,CaO10Si3Ti2,struct_0478_relaxed.cif
struct_0479.cif,-25.686373,-25.686666,-0.0002937317,-6.4216666,4,CaOSiTi,struct_0479_relaxed.cif
struct_0480.cif,-89.819954,-89.89847,-0.0785141,-7.491539,12,Ca2O7Si2Ti,struct_0480_relaxed.cif
struct_0481.cif,-92.94539,-93.32617,-0.38078308,-7.777181,12,CaO7Si2Ti2,struct_0481_relaxed.cif
struct_0482.cif,-25.447107,-25.474037,-0.026929855,-6.3685093,4,CaOSiTi,struct_0482_relaxed.cif
struct_0483.cif,-25.444477,-25.468811,-0.024333954,-6.3672028,4,CaOSiTi,struct_0483_relaxed.cif
struct_0484.cif,-80.355545,-80.440414,-0.084869385,-8.044042,10,CaO6SiTi2,struct_0484_relaxed.cif
struct_0485.cif,-23.260414,-23.29279,-0.032375336,-5.8231974,4,CaOSi2,struct_0485_relaxed.cif
struct_0486.cif,-147.61734,-148.16576,-0.54841614,-7.408288,20,Ca3O12Si4Ti,struct_0486_relaxed.cif
struct_0487.cif,-21.31186,-21.311935,-7.6293945e-05,-4.2623873,5,Ca2Si2Ti,struct_0487_relaxed.cif
struct_0488.cif,-136.2609,-136.44391,-0.18301392,-7.5802174,18,Ca4O10SiTi3,struct_0488_relaxed.cif
struct_0489.cif,-77.074,-77.07564,-0.0016403198,-7.707564,10,Ca2O6SiTi,struct_0489_relaxed.cif
struct_0490.cif,-23.264837,-23.295809,-0.030971527,-5.823952,4,CaOSi2,struct_0490_relaxed.cif
struct_0491.cif,-25.54666,-25.921978,-0.37531853,-6.4804945,4,CaO2Si,struct_0491_relaxed.cif
struct_0492.cif,-126.56509,-126.6539,-0.08881378,-7.9158688,16,Ca2O10Si2Ti2,struct_0492_relaxed.cif
struct_0493.cif,-56.946087,-57.02881,-0.08272171,-5.702881,10,Ca4O2Si2Ti2,struct_0493_relaxed.cif
struct_0494.cif,-74.95774,-75.29551,-0.33776855,-7.529551,10,CaO6Si2Ti,struct_0494_relaxed.cif
struct_0495.cif,-25.524921,-25.964552,-0.4396305,-6.491138,4,CaO2Si,struct_0495_relaxed.cif
struct_0496.cif,-140.33612,-140.70213,-0.36601257,-7.8167853,18,Ca2O11Si3Ti2,struct_0496_relaxed.cif
struct_0497.cif,-76.97493,-76.97527,-0.00034332275,-7.6975274,10,Ca2O6SiTi,struct_0497_relaxed.cif
struct_0498.cif,-54.294716,-54.66729,-0.37257385,-6.833411,8,Ca2O4SiTi,struct_0498_relaxed.cif
struct_0499.cif,-128.82631,-128.8308,-0.004486084,-8.051925,16,Ca2O10Si2Ti2,struct_0499_relaxed.cif
struct_0500.cif,-25.414417,-25.463106,-0.04868889,-6.3657765,4,CaOSiTi,struct_0500_relaxed.cif
struct_0501.cif,-77.08219,-77.08278,-0.0005874634,-7.7082777,10,Ca2O6SiTi,struct_0501_relaxed.cif
struct_0502.cif,-40.974674,-40.978165,-0.003490448,-6.8296943,6,CaOSi2Ti2,struct_0502_relaxed.cif
struct_0503.cif,-72.89741,-73.206406,-0.3089981,-7.3206406,10,CaO6Si3,struct_0503_relaxed.cif
struct_0504.cif,-90.38213,-90.402214,-0.020080566,-7.533518,12,CaO8Si2Ti,struct_0504_relaxed.cif
struct_0505.cif,-28.972801,-29.132545,-0.15974426,-7.2831364,4,CaO2Ti,struct_0505_relaxed.cif
struct_0506.cif,-64.66887,-64.89046,-0.22158813,-6.4890456,10,Ca3O3Si2Ti2,struct_0506_relaxed.cif
struct_0507.cif,-30.341404,-30.489033,-0.14762878,-7.622258,4,O2SiTi,struct_0507_relaxed.cif
struct_0508.cif,-65.20846,-65.59228,-0.38381958,-7.2880306,9,Ca2O5SiTi,struct_0508_relaxed.cif
struct_0509.cif,-89.99151,-90.69919,-0.70767975,-7.5582657,12,CaO8Si2Ti,struct_0509_relaxed.cif
struct_0510.cif,-77.07493,-77.07779,-0.002861023,-7.707779,10,Ca2O6SiTi,struct_0510_relaxed.cif
struct_0511.cif,-150.73528,-150.80533,-0.0700531,-7.5402665,20,Ca4O12Si3Ti,struct_0511_relaxed.cif
struct_0512.cif,-91.19763,-91.37527,-0.1776352,-7.6146054,12,CaO8SiTi2,struct_0512_relaxed.cif
struct_0513.cif,-86.867065,-93.79802,-6.930954,-6.6998587,14,Ca3O5Si3Ti3,struct_0513_relaxed.cif
struct_0514.cif,-33.003914,-33.031387,-0.02747345,-5.5052314,6,Ca2O2Si2,struct_0514_relaxed.cif
struct_0515.cif,-49.91118,-49.91317,-0.001991272,-6.239146,8,Ca2OSi2Ti3,struct_0515_relaxed.cif
struct_0516.cif,-52.679825,-52.91742,-0.2375946,-6.6146774,8,CaO3Si3Ti,struct_0516_relaxed.cif
struct_0517.cif,-38.69976,-38.7511,-0.051338196,-6.4585166,6,Ca2O2SiTi,struct_0517_relaxed.cif
struct_0518.cif,-76.589386,-76.63166,-0.042274475,-7.663166,10,Ca2O6SiTi,struct_0518_relaxed.cif
struct_0519.cif,-76.2779,-76.413704,-0.13580322,-7.6413703,10,CaO6Si2Ti,struct_0519_relaxed.cif
struct_0520.cif,-63.56426,-63.5739,-0.00963974,-7.0637665,9,CaO6Si2,struct_0520_relaxed.cif
struct_0521.cif,-56.67618,-56.813618,-0.13743591,-7.101702,8,CaO3Si2Ti2,struct_0521_relaxed.cif
struct_0522.cif,-66.82005,-66.82509,-0.0050354004,-7.4250097,9,CaO6SiTi,struct_0522_relaxed.cif
struct_0523.cif,-66.81367,-66.817764,-0.004096985,-7.4241962,9,CaO6SiTi,struct_0523_relaxed.cif
struct_0524.cif,-24.360916,-24.931017,-0.5701008,-6.232754,4,CaO2Si,struct_0524_relaxed.cif
struct_0525.cif,-25.28696,-25.538063,-0.25110245,-6.384516,4,CaO2Si,struct_0525_relaxed.cif
struct_0526.cif,-26.26976,-26.282333,-0.012573242,-6.5705833,4,CaOSiTi,struct_0526_relaxed.cif
struct_0527.cif,-41.90248,-42.73693,-0.83444977,-7.122822,6,CaO3SiTi,struct_0527_relaxed.cif
struct_0528.cif,-103.31012,-103.521355,-0.21123505,-7.3943825,14,Ca3O8Si2Ti,struct_0528_relaxed.cif
struct_0529.cif,-88.522415,-88.94461,-0.42219543,-7.4120507,12,CaO8Si2Ti,struct_0529_relaxed.cif
struct_0530.cif,-44.886314,-44.911648,-0.025333405,-5.613956,8,Ca3O2Si2Ti,struct_0530_relaxed.cif
struct_0531.cif,-89.357765,-89.55429,-0.19652557,-7.4628577,12,Ca2O7Si2Ti,struct_0531_relaxed.cif
struct_0532.cif,-26.275875,-26.291214,-0.015338898,-6.5728035,4,CaOSiTi,struct_0532_relaxed.cif
struct_0533.cif,-25.322407,-25.340786,-0.018379211,-6.3351965,4,CaOSiTi,struct_0533_relaxed.cif
struct_0534.cif,-128.82144,-128.82607,-0.004623413,-8.051629,16,Ca2O10Si2Ti2,struct_0534_relaxed.cif
struct_0535.cif,-75.89037,-76.14299,-0.25261688,-7.614299,10,CaO6Si2Ti,struct_0535_relaxed.cif
struct_0536.cif,-152.81917,-153.21883,-0.3996582,-7.660941,20,Ca3O12Si3Ti2,struct_0536_relaxed.cif
struct_0537.cif,-92.215935,-92.46509,-0.24915314,-7.705424,12,CaO7Si2Ti2,struct_0537_relaxed.cif
struct_0538.cif,-100.894585,-100.908424,-0.013839722,-8.409036,12,O8Si2Ti2,struct_0538_relaxed.cif
struct_0539.cif,-159.64507,-159.78656,-0.14149475,-7.989328,20,Ca3O12SiTi4,struct_0539_relaxed.cif
struct_0540.cif,-77.081116,-77.08248,-0.0013656616,-7.708248,10,Ca2O6SiTi,struct_0540_relaxed.cif
struct_0541.cif,-140.49283,-140.59537,-0.10253906,-7.810854,18,Ca3O11Si2Ti2,struct_0541_relaxed.cif
struct_0542.cif,-140.7897,-141.00174,-0.21203613,-7.83343,18,Ca2O11Si3Ti2,struct_0542_relaxed.cif
struct_0543.cif,-77.081894,-77.08411,-0.0022125244,-7.7084107,10,Ca2O6SiTi,struct_0543_relaxed.cif
struct_0544.cif,-25.263586,-25.528744,-0.2651577,-6.382186,4,CaO2Si,struct_0544_relaxed.cif
struct_0545.cif,-128.82527,-128.82968,-0.00440979,-8.051855,16,Ca2O10Si2Ti2,struct_0545_relaxed.cif
struct_0546.cif,-28.357708,-28.35786,-0.00015258789,-5.671572,5,Ca2OSiTi,struct_0546_relaxed.cif
struct_0547.cif,-68.56459,-68.862305,-0.29771423,-6.8862305,10,Ca2O5Si2Ti,struct_0547_relaxed.cif
struct_0548.cif,-61.430523,-61.45392,-0.023395538,-7.68174,8,O2Si2Ti4,struct_0548_relaxed.cif
struct_0549.cif,-90.34035,-90.39363,-0.05328369,-7.5328026,12,CaO8Si2Ti,struct_0549_relaxed.cif
struct_0550.cif,-123.57059,-123.78848,-0.21789551,-7.73678,16,Ca2O10Si3Ti,struct_0550_relaxed.cif
struct_0551.cif,-33.579426,-33.579575,-0.0001487732,-6.7159147,5,CaOSiTi2,struct_0551_relaxed.cif
struct_0552.cif,-93.51767,-93.61967,-0.101997375,-7.801639,12,CaO8SiTi2,struct_0552_relaxed.cif
struct_0553.cif,-75.99069,-76.145424,-0.15473175,-7.6145425,10,CaO6Si2Ti,struct_0553_relaxed.cif
struct_0554.cif,-52.290344,-52.397766,-0.107421875,-6.549721,8,Ca2O2SiTi3,struct_0554_relaxed.cif
struct_0555.cif,-24.10764,-24.130997,-0.023357391,-6.032749,4,CaOSiTi,struct_0555_relaxed.cif
struct_0556.cif,-66.798195,-66.806305,-0.008110046,-7.4229226,9,CaO6SiTi,struct_0556_relaxed.cif
struct_0557.cif,-63.46215,-67.09107,-3.6289215,-7.4545636,9,CaO6SiTi,struct_0557_relaxed.cif
struct_0558.cif,-79.82893,-79.90221,-0.073272705,-7.9902205,10,CaO6SiTi2,struct_0558_relaxed.cif
struct_0559.cif,-33.598312,-33.598392,-8.010864e-05,-6.7196784,5,CaOSiTi2,struct_0559_relaxed.cif
struct_0560.cif,-88.52597,-88.94657,-0.4206009,-7.4122143,12,CaO8Si2Ti,struct_0560_relaxed.cif
struct_0561.cif,-66.81422,-66.822945,-0.008728027,-7.424772,9,CaO6SiTi,struct_0561_relaxed.cif
struct_0562.cif,-15.530068,-15.5388775,-0.00880909,-5.179626,3,CaSiTi,struct_0562_relaxed.cif
struct_0563.cif,-89.72661,-89.854866,-0.12825775,-7.4879055,12,Ca2O7Si2Ti,struct_0563_relaxed.cif
struct_0564.cif,-76.66541,-76.66698,-0.0015640259,-7.6666975,10,Ca2O6SiTi,struct_0564_relaxed.cif
struct_0565.cif,-25.31374,-25.50704,-0.19330025,-6.37676,4,CaO2Si,struct_0565_relaxed.cif
struct_0566.cif,-128.82733,-128.83006,-0.0027313232,-8.051879,16,Ca2O10Si2Ti2,struct_0566_relaxed.cif
struct_0567.cif,-77.079765,-77.0832,-0.0034332275,-7.7083197,10,Ca2O6SiTi,struct_0567_relaxed.cif
struct_0568.cif,-13.958107,-16.418282,-2.4601746,-5.4727607,3,CaOSi,struct_0568_relaxed.cif
struct_0569.cif,-128.81992,-128.82649,-0.006576538,-8.051656,16,Ca2O10Si2Ti2,struct_0569_relaxed.cif
struct_0570.cif,-90.190475,-90.513664,-0.32318878,-7.542805,12,Ca2O7Si2Ti,struct_0570_relaxed.cif
struct_0571.cif,-43.569138,-43.699814,-0.13067627,-7.2833023,6,CaO3SiTi,struct_0571_relaxed.cif
struct_0572.cif,-93.36946,-93.44525,-0.075790405,-7.787104,12,CaO8SiTi2,struct_0572_relaxed.cif
struct_0573.cif,-103.35212,-103.99486,-0.64273834,-7.428204,14,Ca2O8Si2Ti2,struct_0573_relaxed.cif
struct_0574.cif,-66.80749,-66.813095,-0.005607605,-7.4236774,9,CaO6SiTi,struct_0574_relaxed.cif
struct_0575.cif,-87.77474,-87.785385,-0.010643005,-7.9804897,11,CaO7Si2Ti,struct_0575_relaxed.cif
struct_0576.cif,-130.6345,-130.80075,-0.1662445,-7.694162,17,Ca3O10Si2Ti2,struct_0576_relaxed.cif
struct_0577.cif,-82.35454,-82.42254,-0.06800079,-6.868545,12,Ca2O2Si3Ti5,struct_0577_relaxed.cif
struct_0578.cif,-89.820175,-89.971825,-0.15164948,-7.497652,12,CaO8Si2Ti,struct_0578_relaxed.cif
struct_0579.cif,-51.664684,-51.701756,-0.037071228,-6.4627194,8,Ca2O2Si2Ti2,struct_0579_relaxed.cif
struct_0580.cif,-50.710857,-51.160637,-0.4497795,-6.3950796,8,Ca2O2Si2Ti2,struct_0580_relaxed.cif
struct_0581.cif,-38.77166,-38.784576,-0.012916565,-6.464096,6,Ca2O2SiTi,struct_0581_relaxed.cif
struct_0582.cif,-154.63802,-154.72743,-0.089416504,-7.7363715,20,Ca4O12Si2Ti2,struct_0582_relaxed.cif
struct_0583.cif,-77.06955,-77.07159,-0.0020370483,-7.7071586,10,Ca2O6SiTi,struct_0583_relaxed.cif
struct_0584.cif,-57.2546,-57.44886,-0.19425964,-5.744886,10,Ca4O2Si2Ti2,struct_0584_relaxed.cif
struct_0585.cif,-7.8036404,-7.8036404,0.0,-3.9018202,2,CaSi,struct_0585_relaxed.cif
struct_0586.cif,-76.57587,-76.769615,-0.19374847,-7.6769614,10,CaO6Si2Ti,struct_0586_relaxed.cif
struct_0587.cif,-26.114431,-26.201523,-0.087091446,-6.5503807,4,CaO2Si,struct_0587_relaxed.cif
struct_0588.cif,-89.71912,-90.071205,-0.35208893,-7.505934,12,CaO8Si2Ti,struct_0588_relaxed.cif
struct_0589.cif,-89.91452,-89.975815,-0.061294556,-7.4979844,12,CaO8Si2Ti,struct_0589_relaxed.cif
struct_0590.cif,-23.377415,-23.39054,-0.013124466,-5.847635,4,CaOSi2,struct_0590_relaxed.cif
struct_0591.cif,-33.639538,-33.646603,-0.0070648193,-5.607767,6,Ca2OSi2Ti,struct_0591_relaxed.cif
struct_0592.cif,-60.086052,-60.17261,-0.086559296,-5.0143843,12,Ca5OSi3Ti3,struct_0592_relaxed.cif
struct_0593.cif,-76.974754,-76.97488,-0.00012207031,-7.697488,10,Ca2O6SiTi,struct_0593_relaxed.cif
struct_0594.cif,-65.19718,-65.23796,-0.040779114,-7.2486625,9,CaO6SiTi,struct_0594_relaxed.cif
struct_0595.cif,-50.6357,-50.645973,-0.01027298,-6.3307467,8,Ca2O2Si2Ti2,struct_0595_relaxed.cif
struct_0596.cif,-80.00384,-80.95605,-0.9522095,-7.3596406,11,Ca2O7SiTi,struct_0596_relaxed.cif
struct_0597.cif,-92.65185,-93.22729,-0.57543945,-7.7689404,12,CaO7Si2Ti2,struct_0597_relaxed.cif
struct_0598.cif,-69.22265,-69.52626,-0.30361176,-7.72514,9,CaO5SiTi2,struct_0598_relaxed.cif
struct_0599.cif,-36.111183,-36.32588,-0.21469498,-6.054313,6,Ca2O2SiTi,struct_0599_relaxed.cif
struct_0600.cif,-127.801674,-128.01904,-0.21736908,-7.1121693,18,Ca5O10Si2Ti,struct_0600_relaxed.cif
