gen_file,gen_formula,best_cod,match_level,best_rmsd,best_rmsd_cod,lattice_diff_max_rel,angle_diff_max_deg,volume_diff_rel,gen_crystalsys,cod_crystalsys,candidates
struct_0541_relaxed.cif,Ca3Ti2Si2O11,,unique,,,,,,triclinic,,[]
struct_0542_relaxed.cif,Ca2Ti2Si3O11,,unique,,,,,,triclinic,,[]
struct_0543_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.0868932555290168,9001841 Ca2 O6 Si Ti.cif,0.40773839002297835,29.9043751661836,2.9241735288368447,triclinic,cubic,[]
struct_0544_relaxed.cif,CaSiO2,,unique,,,,,,monoclinic,,[]
struct_0545_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.011929954144919874,9005927 Ca O5 Si Ti.cif,0.2835041858879078,15.722818815187651,0.9627268570068732,monoclinic,monoclinic,[]
struct_0546_relaxed.cif,Ca2TiSiO,,unique,,,,,,tetragonal,,[]
struct_0547_relaxed.cif,Ca2TiSi2O5,,unique,,,,,,triclinic,,[]
struct_0548_relaxed.cif,Ti2SiO,,unique,,,,,,tetragonal,,[]
struct_0549_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,monoclinic,,[]
struct_0550_relaxed.cif,Ca2TiSi3O10,,unique,,,,,,triclinic,,[]
struct_0551_relaxed.cif,CaTi2SiO,,unique,,,,,,tetragonal,,[]
struct_0552_relaxed.cif,CaTi2SiO8,,unique,,,,,,triclinic,,[]
struct_0553_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0554_relaxed.cif,Ca2Ti3SiO2,,unique,,,,,,triclinic,,[]
struct_0555_relaxed.cif,CaTiSiO,,unique,,,,,,monoclinic,,[]
struct_0556_relaxed.cif,CaTiSiO6,,unique,,,,,,monoclinic,,[]
struct_0557_relaxed.cif,CaTiSiO6,,unique,,,,,,triclinic,,[]
struct_0558_relaxed.cif,CaTi2SiO6,,unique,,,,,,triclinic,,[]
struct_0559_relaxed.cif,CaTi2SiO,,unique,,,,,,tetragonal,,[]
struct_0560_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0561_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0562_relaxed.cif,CaTiSi,,unique,,,,,,monoclinic,,[]
struct_0563_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,triclinic,,[]
struct_0564_relaxed.cif,Ca2TiSiO6,,unique,,,,,,tetragonal,,[]
struct_0565_relaxed.cif,CaSiO2,,unique,,,,,,monoclinic,,[]
struct_0566_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.010956040742828322,9005927 Ca O5 Si Ti.cif,0.2829108333145997,15.70481354655169,0.9585126602269886,monoclinic,monoclinic,[]
struct_0567_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.08520340755776325,9001841 Ca2 O6 Si Ti.cif,0.4041654178464998,30.048809893214525,2.896523960484352,triclinic,cubic,[]
struct_0568_relaxed.cif,CaSiO,,unique,,,,,,triclinic,,[]
struct_0569_relaxed.cif,CaTiSiO5,9005927 Ca O5 Si Ti.cif,unique,0.014417536203033975,9005927 Ca O5 Si Ti.cif,0.2825753878974236,15.671331170247726,0.9480962148501576,monoclinic,monoclinic,[]
struct_0570_relaxed.cif,Ca2TiSi2O7,,unique,,,,,,monoclinic,,[]
struct_0571_relaxed.cif,CaTiSiO3,,unique,,,,,,triclinic,,[]
struct_0572_relaxed.cif,CaTi2SiO8,,unique,,,,,,orthorhombic,,[]
struct_0573_relaxed.cif,CaTiSiO4,,unique,,,,,,triclinic,,[]
struct_0574_relaxed.cif,CaTiSiO6,,unique,,,,,,trigonal,,[]
struct_0575_relaxed.cif,CaTiSi2O7,,unique,,,,,,triclinic,,[]
struct_0576_relaxed.cif,Ca3Ti2(SiO5)2,,unique,,,,,,triclinic,,[]
struct_0577_relaxed.cif,Ca2Ti5Si3O2,,unique,,,,,,monoclinic,,[]
struct_0578_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0579_relaxed.cif,CaTiSiO,,unique,,,,,,triclinic,,[]
struct_0580_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0581_relaxed.cif,Ca2TiSiO2,,unique,,,,,,tetragonal,,[]
struct_0582_relaxed.cif,Ca2TiSiO6,,unique,,,,,,triclinic,,[]
struct_0583_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.0850247872102709,9001841 Ca2 O6 Si Ti.cif,0.4121091701879879,29.89032478712467,2.944085499334145,triclinic,cubic,[]
struct_0584_relaxed.cif,Ca2TiSiO,,unique,,,,,,triclinic,,[]
struct_0585_relaxed.cif,CaSi,,unique,,,,,,tetragonal,,[]
struct_0586_relaxed.cif,CaTi(SiO3)2,,unique,,,,,,triclinic,,[]
struct_0587_relaxed.cif,CaSiO2,,unique,,,,,,triclinic,,[]
struct_0588_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0589_relaxed.cif,CaTi(SiO4)2,,unique,,,,,,triclinic,,[]
struct_0590_relaxed.cif,CaSi2O,,unique,,,,,,trigonal,,[]
struct_0591_relaxed.cif,Ca2TiSi2O,,unique,,,,,,orthorhombic,,[]
struct_0592_relaxed.cif,Ca5Ti3Si3O,,unique,,,,,,orthorhombic,,[]
struct_0593_relaxed.cif,Ca2TiSiO6,9001841 Ca2 O6 Si Ti.cif,unique,0.005294667240503471,9001841 Ca2 O6 Si Ti.cif,0.3994245024499156,30.01893628229758,2.8760082693529005,cubic,cubic,[]
struct_0594_relaxed.cif,CaTiSiO6,,unique,,,,,,triclinic,,[]
struct_0595_relaxed.cif,CaTiSiO,,unique,,,,,,tetragonal,,[]
struct_0596_relaxed.cif,Ca2TiSiO7,,unique,,,,,,triclinic,,[]
struct_0597_relaxed.cif,CaTi2Si2O7,,unique,,,,,,triclinic,,[]
struct_0598_relaxed.cif,CaTi2SiO5,,unique,,,,,,triclinic,,[]
struct_0599_relaxed.cif,Ca2TiSiO2,,unique,,,,,,triclinic,,[]
struct_0600_relaxed.cif,Ca5Ti(SiO5)2,,unique,,,,,,triclinic,,[]
